Ensembl Gene ID	Gene Symbol	p-value value	Geneset friends	Total friends	BioType	GO Annotation	Chromosome	Chromosome Start	Chromosome End
ENSG00000128342	LIF	1.00e+00	0	1447	protein_coding	leukemia inhibitory factor	22	30636436	30642840
ENSG00000123594	ATXN3L	1.00e+00	0	2845	protein_coding	ataxin 3-like	X	13336770	13338518
ENSG00000167604	NFKBID	1.00e+00	0	1315	protein_coding	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, delta	19	36378555	36393205
ENSG00000143614	GATAD2B	1.00e+00	0	2406	protein_coding	GATA zinc finger domain containing 2B	1	153777201	153895451
ENSG00000187098	MITF	1.00e+00	0	1993	protein_coding	microphthalmia-associated transcription factor	3	69788586	70017488
ENSG00000142655	PEX14	1.00e+00	0	3225	protein_coding	peroxisomal biogenesis factor 14	1	10532345	10690815
ENSG00000090661	CERS4	1.00e+00	0	2640	protein_coding	ceramide synthase 4	19	8271620	8327305
ENSG00000235109	ZSCAN31	1.00e+00	0	929	protein_coding	zinc finger and SCAN domain containing 31	6	28292470	28324048
ENSG00000157227	MMP14	1.00e+00	0	2332	protein_coding	matrix metallopeptidase 14 (membrane-inserted)	14	23305766	23318236
ENSG00000172273	HINFP	1.00e+00	0	1978	protein_coding	histone H4 transcription factor	11	118992297	119006752
ENSG00000182318	ZSCAN22	1.00e+00	0	1420	protein_coding	zinc finger and SCAN domain containing 22	19	58838385	58853698
ENSG00000123388	HOXC11	1.00e+00	0	1478	protein_coding	homeobox C11	12	54366910	54371427
ENSG00000139445	FOXN4	1.00e+00	0	931	protein_coding	forkhead box N4	12	109715784	109747025
ENSG00000182979	MTA1	1.00e+00	0	3066	protein_coding	metastasis associated 1	14	105886159	105937066
ENSG00000257184		1.00e+00	0	1892	protein_coding	Uncharacterized protein 	7	27203154	27219632
ENSG00000167491	GATAD2A	1.00e+00	0	2399	protein_coding	GATA zinc finger domain containing 2A	19	19496635	19619740
ENSG00000143365	RORC	1.00e+00	0	2187	protein_coding	RAR-related orphan receptor C	1	151778547	151804348
ENSG00000173258	ZNF483	1.00e+00	0	1891	protein_coding	zinc finger protein 483	9	114287439	114340124
ENSG00000156273	BACH1	1.00e+00	0	2450	protein_coding	BTB and CNC homology 1, basic leucine zipper transcription factor 1	21	30566392	31003071
ENSG00000148200	NR6A1	1.00e+00	0	1776	protein_coding	nuclear receptor subfamily 6, group A, member 1	9	127279554	127533589
ENSG00000141905	NFIC	1.00e+00	0	2851	protein_coding	nuclear factor I/C (CCAAT-binding transcription factor)	19	3359561	3469215
ENSG00000101577	LPIN2	1.00e+00	0	995	protein_coding	lipin 2	18	2916992	3013313
ENSG00000135144	DTX1	1.00e+00	0	1350	protein_coding	deltex homolog 1 (Drosophila)	12	113494514	113535833
ENSG00000157429	ZNF19	1.00e+00	0	1806	protein_coding	zinc finger protein 19	16	71498453	71598992
ENSG00000158711	ELK4	1.00e+00	0	3101	protein_coding	ELK4, ETS-domain protein (SRF accessory protein 1)	1	205577071	205601090
ENSG00000132522	GPS2	1.00e+00	0	3149	protein_coding	G protein pathway suppressor 2	17	7214643	7218883
ENSG00000066084	DIP2B	1.00e+00	0	3106	protein_coding	DIP2 disco-interacting protein 2 homolog B (Drosophila)	12	50898768	51142450
ENSG00000164442	CITED2	1.00e+00	0	2089	protein_coding	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2	6	139693393	139695757
ENSG00000204531	POU5F1	1.00e+00	0	1365	protein_coding	POU class 5 homeobox 1	6	31132119	31148508
ENSG00000159200	RCAN1	1.00e+00	0	2005	protein_coding	regulator of calcineurin 1	21	35885440	35987441
ENSG00000168066	SF1	1.00e+00	0	2486	protein_coding	splicing factor 1	11	64532078	64546258
ENSG00000165821	SALL2	1.00e+00	0	2117	protein_coding	spalt-like transcription factor 2	14	21989232	22005350
ENSG00000089225	TBX5	1.00e+00	0	2121	protein_coding	T-box 5	12	114791736	114846247
ENSG00000105967	TFEC	1.00e+00	0	1888	protein_coding	transcription factor EC	7	115575202	115799950
ENSG00000115661	STK16	1.00e+00	0	2240	protein_coding	serine/threonine kinase 16	2	220110177	220115059
ENSG00000120738	EGR1	1.00e+00	0	1803	protein_coding	early growth response 1	5	137801179	137805004
ENSG00000157554	ERG	1.00e+00	0	1711	protein_coding	v-ets avian erythroblastosis virus E26 oncogene homolog	21	39751949	40033704
ENSG00000104856	RELB	1.00e+00	0	2497	protein_coding	v-rel avian reticuloendotheliosis viral oncogene homolog B	19	45504688	45541452
ENSG00000172977	KAT5	1.00e+00	0	3222	protein_coding	K(lysine) acetyltransferase 5	11	65479467	65487075
ENSG00000196843	ARID5A	1.00e+00	0	2372	protein_coding	AT rich interactive domain 5A (MRF1-like)	2	97202480	97218375
ENSG00000174197	MGA	1.00e+00	0	2410	protein_coding	MGA, MAX dimerization protein	15	41913422	42062141
ENSG00000186350	RXRA	1.00e+00	0	3081	protein_coding	retinoid X receptor, alpha	9	137208944	137332431
ENSG00000103326	CAPN15	1.00e+00	0	2983	protein_coding	calpain 15	16	577717	604636
ENSG00000140044	JDP2	1.00e+00	0	2347	protein_coding	Jun dimerization protein 2	14	75894419	75940814
ENSG00000198026	ZNF335	1.00e+00	0	2834	protein_coding	zinc finger protein 335	20	44577292	44600833
ENSG00000074966	TXK	1.00e+00	0	3882	protein_coding	TXK tyrosine kinase	4	48068410	48136273
ENSG00000118689	FOXO3	1.00e+00	0	1847	protein_coding	forkhead box O3	6	108881038	109005977
ENSG00000187792	ZNF70	1.00e+00	0	2019	protein_coding	zinc finger protein 70	22	24083769	24093279
ENSG00000059728	MXD1	1.00e+00	0	2636	protein_coding	MAX dimerization protein 1	2	70124820	70170077
ENSG00000125952	MAX	1.00e+00	0	1801	protein_coding	MYC associated factor X	14	65472892	65569413
ENSG00000119919	NKX2-3	1.00e+00	0	1889	protein_coding	NK2 homeobox 3	10	101292690	101296278
ENSG00000116016	EPAS1	1.00e+00	0	2512	protein_coding	endothelial PAS domain protein 1	2	46520806	46613836
ENSG00000064835	POU1F1	1.00e+00	0	336	protein_coding	POU class 1 homeobox 1	3	87308554	87325737
ENSG00000122515	ZMIZ2	1.00e+00	0	2527	protein_coding	zinc finger, MIZ-type containing 2	7	44788180	44809477
ENSG00000156925	ZIC3	1.00e+00	0	1672	protein_coding	Zic family member 3	X	136648301	136659850
ENSG00000109787	KLF3	1.00e+00	0	1664	protein_coding	Kruppel-like factor 3 (basic)	4	38665817	38702663
ENSG00000176692	FOXC2	1.00e+00	0	1475	protein_coding	forkhead box C2 (MFH-1, mesenchyme forkhead 1)	16	86600857	86602539
ENSG00000102974	CTCF	1.00e+00	0	2452	protein_coding	CCCTC-binding factor (zinc finger protein)	16	67596310	67673086
ENSG00000196588	MKL1	1.00e+00	0	3098	protein_coding	megakaryoblastic leukemia (translocation) 1	22	40806285	41032706
ENSG00000163884	KLF15	1.00e+00	0	2669	protein_coding	Kruppel-like factor 15	3	126061478	126076285
ENSG00000168779	SHOX2	1.00e+00	0	2401	protein_coding	short stature homeobox 2	3	157814948	157824292
ENSG00000170653	ATF7	1.00e+00	0	2449	protein_coding	activating transcription factor 7	12	53901640	54020199
ENSG00000109705	NKX3-2	1.00e+00	0	1449	protein_coding	NK3 homeobox 2	4	13542454	13546674
ENSG00000121931	LRIF1	1.00e+00	0	2388	protein_coding	ligand dependent nuclear receptor interacting factor 1	1	111489807	111506701
ENSG00000039600	SOX30	1.00e+00	0	3336	protein_coding	SRY (sex determining region Y)-box 30	5	157052687	157098488
ENSG00000150051	MKX	1.00e+00	0	1468	protein_coding	mohawk homeobox	10	27961804	28034989
ENSG00000145214	DGKQ	1.00e+00	0	3053	protein_coding	diacylglycerol kinase, theta 110kDa	4	952675	980683
ENSG00000130182	ZSCAN10	1.00e+00	0	1248	protein_coding	zinc finger and SCAN domain containing 10	16	3138891	3149318
ENSG00000141052	MYOCD	1.00e+00	0	1618	protein_coding	myocardin	17	12569207	12672266
ENSG00000100393	EP300	1.00e+00	0	1507	protein_coding	E1A binding protein p300	22	41487790	41576081
ENSG00000185551	NR2F2	1.00e+00	0	2141	protein_coding	nuclear receptor subfamily 2, group F, member 2	15	96869167	96883492
ENSG00000152266	PTH	1.00e+00	0	1101	protein_coding	parathyroid hormone	11	13513602	13517728
ENSG00000154957	ZNF18	1.00e+00	0	1268	protein_coding	zinc finger protein 18	17	11880756	11900827
ENSG00000136807	CDK9	1.00e+00	0	3196	protein_coding	cyclin-dependent kinase 9	9	130547958	130553066
ENSG00000029153	ARNTL2	1.00e+00	0	1982	protein_coding	aryl hydrocarbon receptor nuclear translocator-like 2	12	27485787	27576241
ENSG00000171532	NEUROD2	1.00e+00	0	1852	protein_coding	neuronal differentiation 2	17	37759789	37766030
ENSG00000137709	POU2F3	1.00e+00	0	986	protein_coding	POU class 2 homeobox 3	11	120107349	120190653
ENSG00000050344	NFE2L3	1.00e+00	0	2384	protein_coding	nuclear factor, erythroid 2-like 3	7	26191860	26226745
ENSG00000109118	PHF12	1.00e+00	0	2555	protein_coding	PHD finger protein 12	17	27232268	27278789
ENSG00000108840	HDAC5	1.00e+00	0	3512	protein_coding	histone deacetylase 5	17	42154114	42201070
ENSG00000179348	GATA2	1.00e+00	0	1386	protein_coding	GATA binding protein 2	3	128198270	128212028
ENSG00000135100	HNF1A	1.00e+00	0	2337	protein_coding	HNF1 homeobox A	12	121416346	121440315
ENSG00000164458	T	1.00e+00	0	612	protein_coding	T, brachyury homolog (mouse)	6	166571144	166582188
ENSG00000169594	BNC1	1.00e+00	0	1471	protein_coding	basonuclin 1	15	83924655	83953466
ENSG00000196767	POU3F4	1.00e+00	0	1011	protein_coding	POU class 3 homeobox 4	X	82763269	82764775
ENSG00000205922	ONECUT3	1.00e+00	0	988	protein_coding	one cut homeobox 3	19	1752372	1780987
ENSG00000068903	SIRT2	1.00e+00	0	2028	protein_coding	sirtuin 2	19	39369197	39390502
ENSG00000176160	HSF5	1.00e+00	0	2155	protein_coding	heat shock transcription factor family member 5	17	56497528	56565745
ENSG00000065970	FOXJ2	1.00e+00	0	2584	protein_coding	forkhead box J2	12	8185299	8208099
ENSG00000176842	IRX5	1.00e+00	0	1796	protein_coding	iroquois homeobox 5	16	54964774	54968397
ENSG00000171056	SOX7	1.00e+00	0	2207	protein_coding	SRY (sex determining region Y)-box 7	8	10581278	10697357
ENSG00000143190	POU2F1	1.00e+00	0	2506	protein_coding	POU class 2 homeobox 1	1	167190066	167396582
ENSG00000187559	FOXD4L3	1.00e+00	0	8205	protein_coding	forkhead box D4-like 3	9	70917276	70920000
ENSG00000173334	TRIB1	1.00e+00	0	1576	protein_coding	tribbles pseudokinase 1	8	126442563	126450647
ENSG00000166337	TAF10	1.00e+00	0	2535	protein_coding	TAF10 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 30kDa	11	6627526	6633898
ENSG00000177508	IRX3	1.00e+00	0	1956	protein_coding	iroquois homeobox 3	16	54317216	54320675
ENSG00000162924	REL	1.00e+00	0	2803	protein_coding	v-rel avian reticuloendotheliosis viral oncogene homolog	2	61108656	61158745
ENSG00000160305	DIP2A	1.00e+00	0	2907	protein_coding	DIP2 disco-interacting protein 2 homolog A (Drosophila)	21	47878812	47989926
ENSG00000170608	FOXA3	1.00e+00	0	1862	protein_coding	forkhead box A3	19	46367247	46377055
ENSG00000104881	PPP1R13L	1.00e+00	0	2270	protein_coding	protein phosphatase 1, regulatory subunit 13 like	19	45882892	45909607
ENSG00000118513	MYB	1.00e+00	0	1930	protein_coding	v-myb avian myeloblastosis viral oncogene homolog	6	135502453	135540311
ENSG00000204304	PBX2	1.00e+00	0	3109	protein_coding	pre-B-cell leukemia homeobox 2	6	32152512	32157963
ENSG00000112062	MAPK14	1.00e+00	0	3118	protein_coding	mitogen-activated protein kinase 14	6	35995488	36079013
ENSG00000196498	NCOR2	1.00e+00	0	2833	protein_coding	nuclear receptor corepressor 2	12	124808961	125052135
ENSG00000011422	PLAUR	1.00e+00	0	1492	protein_coding	plasminogen activator, urokinase receptor	19	44150247	44174699
ENSG00000104964	AES	1.00e+00	0	3622	protein_coding	amino-terminal enhancer of split	19	3052908	3063105
ENSG00000128272	ATF4	1.00e+00	0	2722	protein_coding	activating transcription factor 4	22	39915700	39918691
ENSG00000180053	NKX2-6	1.00e+00	0	1621	protein_coding	NK2 homeobox 6	8	23559964	23564111
ENSG00000162227	TAF6L	1.00e+00	0	3284	protein_coding	TAF6-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa	11	62538775	62554814
ENSG00000197063	MAFG	1.00e+00	0	1745	protein_coding	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog G	17	79876146	79885590
ENSG00000144485	HES6	1.00e+00	0	1450	protein_coding	hes family bHLH transcription factor 6	2	239146908	239149303
ENSG00000179059	ZFP42	1.00e+00	0	1857	protein_coding	ZFP42 zinc finger protein	4	188916925	188926204
ENSG00000168310	IRF2	1.00e+00	0	2977	protein_coding	interferon regulatory factor 2	4	185308867	185395734
ENSG00000128604	IRF5	1.00e+00	0	2506	protein_coding	interferon regulatory factor 5	7	128577666	128590089
ENSG00000069011	PITX1	1.00e+00	0	1821	protein_coding	paired-like homeodomain 1	5	134363425	134370503
ENSG00000130522	JUND	1.00e+00	0	2156	protein_coding	jun D proto-oncogene	19	18390563	18392432
ENSG00000179344	HLA-DQB1	1.00e+00	0	2271	protein_coding	major histocompatibility complex, class II, DQ beta 1	6	32627244	32636160
ENSG00000112182	BACH2	1.00e+00	0	867	protein_coding	BTB and CNC homology 1, basic leucine zipper transcription factor 2	6	90636248	91006627
ENSG00000182968	SOX1	1.00e+00	0	1399	protein_coding	SRY (sex determining region Y)-box 1	13	112721913	112726020
ENSG00000185129	PURA	1.00e+00	0	1967	protein_coding	purine-rich element binding protein A	5	139487362	139496321
ENSG00000123364	HOXC13	1.00e+00	0	1660	protein_coding	homeobox C13	12	54332535	54340328
ENSG00000132326	PER2	1.00e+00	0	2015	protein_coding	period circadian clock 2	2	239152679	239198743
ENSG00000170577	SIX2	1.00e+00	0	1713	protein_coding	SIX homeobox 2	2	45232300	45236569
ENSG00000196782	MAML3	1.00e+00	0	2009	protein_coding	mastermind-like 3 (Drosophila)	4	140637907	141075338
ENSG00000172818	OVOL1	1.00e+00	0	1343	protein_coding	ovo-like zinc finger 1	11	65554493	65564690
ENSG00000066827	ZFAT	1.00e+00	0	1913	protein_coding	zinc finger and AT hook domain containing	8	135490031	135725292
ENSG00000175787	ZNF169	1.00e+00	0	844	protein_coding	zinc finger protein 169	9	97021593	97063736
ENSG00000185591	SP1	1.00e+00	0	1500	protein_coding	Sp1 transcription factor	12	53773960	53810230
ENSG00000162676	GFI1	1.00e+00	0	1388	protein_coding	growth factor independent 1 transcription repressor	1	92940319	92952433
ENSG00000126561	STAT5A	1.00e+00	0	2379	protein_coding	signal transducer and activator of transcription 5A	17	40439565	40463961
ENSG00000152784	PRDM8	1.00e+00	0	1793	protein_coding	PR domain containing 8	4	81105033	81125483
ENSG00000177732	SOX12	1.00e+00	0	2836	protein_coding	SRY (sex determining region Y)-box 12	20	306207	310865
ENSG00000184384	MAML2	1.00e+00	0	2908	protein_coding	mastermind-like 2 (Drosophila)	11	95709762	96076344
ENSG00000184058	TBX1	1.00e+00	0	1233	protein_coding	T-box 1	22	19744226	19771116
ENSG00000232040	SCAND3	1.00e+00	0	1790	protein_coding	SCAN domain containing 3	6	28539407	28583989
ENSG00000100815	TRIP11	1.00e+00	0	2183	protein_coding	thyroid hormone receptor interactor 11	14	92432335	92507240
ENSG00000137185	ZSCAN9	1.00e+00	0	1865	protein_coding	zinc finger and SCAN domain containing 9	6	28192664	28201260
ENSG00000152192	POU4F1	1.00e+00	0	1625	protein_coding	POU class 4 homeobox 1	13	79172497	79177673
ENSG00000154370	TRIM11	1.00e+00	0	2380	protein_coding	tripartite motif containing 11	1	228581374	228594541
ENSG00000060566	CREB3L3	1.00e+00	0	1336	protein_coding	cAMP responsive element binding protein 3-like 3	19	4153598	4173051
ENSG00000172789	HOXC5	1.00e+00	0	1832	protein_coding	homeobox C5	12	54426637	54429142
ENSG00000183779	ZNF703	1.00e+00	0	2183	protein_coding	zinc finger protein 703	8	37553269	37557537
ENSG00000114378	HYAL1	1.00e+00	0	2065	protein_coding	hyaluronoglucosaminidase 1	3	50337320	50349812
ENSG00000125740	FOSB	1.00e+00	0	1509	protein_coding	FBJ murine osteosarcoma viral oncogene homolog B	19	45971253	45978437
ENSG00000105610	KLF1	1.00e+00	0	1218	protein_coding	Kruppel-like factor 1 (erythroid)	19	12995237	12997995
ENSG00000108753	HNF1B	1.00e+00	0	1765		HNF1 homeobox B	17	36046435	36105237
ENSG00000082175	PGR	1.00e+00	0	815	protein_coding	progesterone receptor	11	100900355	101001255
ENSG00000251493	FOXD1	1.00e+00	0	1825	protein_coding	forkhead box D1	5	72740654	72744352
ENSG00000078043	PIAS2	1.00e+00	0	3582	protein_coding	protein inhibitor of activated STAT, 2	18	44388353	44500123
ENSG00000197279	ZNF165	1.00e+00	0	2998	protein_coding	zinc finger protein 165	6	28048753	28057341
ENSG00000164850	GPER1	1.00e+00	0	1885	protein_coding	G protein-coupled estrogen receptor 1	7	1121844	1133451
ENSG00000168062	BATF2	1.00e+00	0	947	protein_coding	basic leucine zipper transcription factor, ATF-like 2	11	64755415	64764517
ENSG00000154342	WNT3A	1.00e+00	0	528	protein_coding	wingless-type MMTV integration site family, member 3A	1	228194752	228248961
ENSG00000158055	GRHL3	1.00e+00	0	1232	protein_coding	grainyhead-like 3 (Drosophila)	1	24645812	24690972
ENSG00000198815	FOXJ3	1.00e+00	0	2195	protein_coding	forkhead box J3	1	42642210	42801548
ENSG00000177463	NR2C2	1.00e+00	0	2716	protein_coding	nuclear receptor subfamily 2, group C, member 2	3	14989091	15095107
ENSG00000089116	LHX5	1.00e+00	0	512	protein_coding	LIM homeobox 5	12	113899839	113910085
ENSG00000171794	UTF1	1.00e+00	0	1409	protein_coding	undifferentiated embryonic cell transcription factor 1	10	135043778	135045062
ENSG00000007372	PAX6	1.00e+00	0	1447	protein_coding	paired box 6	11	31806340	31839509
ENSG00000212993	POU5F1B	1.00e+00	0	1136	protein_coding	POU class 5 homeobox 1B	8	128426535	128432311
ENSG00000108510	MED13	1.00e+00	0	2654	protein_coding	mediator complex subunit 13	17	60019966	60142643
ENSG00000135903	PAX3	1.00e+00	0	901	protein_coding	paired box 3	2	223064607	223163715
ENSG00000162552	WNT4	1.00e+00	0	1559	protein_coding	wingless-type MMTV integration site family, member 4	1	22443798	22470462
ENSG00000141027	NCOR1	1.00e+00	0	2329	protein_coding	nuclear receptor corepressor 1	17	15932471	16121499
ENSG00000171148	TADA3	1.00e+00	0	3089	protein_coding	transcriptional adaptor 3	3	9821544	9834695
ENSG00000078900	TP73	1.00e+00	0	1490	protein_coding	tumor protein p73	1	3569084	3652765
ENSG00000257923	CUX1	1.00e+00	0	2264	protein_coding	cut-like homeobox 1	7	101458959	101927249
ENSG00000111087	GLI1	1.00e+00	0	1819	protein_coding	GLI family zinc finger 1	12	57853918	57866045
ENSG00000101057	MYBL2	1.00e+00	0	2935	protein_coding	v-myb avian myeloblastosis viral oncogene homolog-like 2	20	42295754	42345136
ENSG00000165606	DRGX	1.00e+00	0	497	protein_coding	dorsal root ganglia homeobox	10	50572237	50603497
ENSG00000198373	WWP2	1.00e+00	0	2448	protein_coding	WW domain containing E3 ubiquitin protein ligase 2	16	69796209	69975644
ENSG00000119866	BCL11A	1.00e+00	0	1402	protein_coding	B-cell CLL/lymphoma 11A (zinc finger protein)	2	60678302	60780702
ENSG00000122180	MYOG	1.00e+00	0	1322	protein_coding	myogenin (myogenic factor 4)	1	203052260	203055164
ENSG00000105672	ETV2	1.00e+00	0	2431	protein_coding	ets variant 2	19	36132647	36135773
ENSG00000166823	MESP1	1.00e+00	0	1645	protein_coding	mesoderm posterior 1 homolog (mouse)	15	90291892	90294541
ENSG00000169856	ONECUT1	1.00e+00	0	841	protein_coding	one cut homeobox 1	15	53049637	53083273
ENSG00000215271	HOMEZ	1.00e+00	0	2473	protein_coding	homeobox and leucine zipper encoding	14	23741666	23768656
ENSG00000269699	PEG3	1.00e+00	0	3462	protein_coding	zinc finger, imprinted 2	19	57285920	57352097
ENSG00000179094	PER1	1.00e+00	0	2507	protein_coding	period circadian clock 1	17	8043790	8059824
ENSG00000143842	SOX13	1.00e+00	0	2350	protein_coding	SRY (sex determining region Y)-box 13	1	204042243	204096863
ENSG00000185513	L3MBTL1	1.00e+00	0	2328	protein_coding	l(3)mbt-like 1 (Drosophila)	20	42136320	42179590
ENSG00000109906	ZBTB16	1.00e+00	0	2063	protein_coding	zinc finger and BTB domain containing 16	11	113930315	114121398
ENSG00000118900	UBN1	1.00e+00	0	2412	protein_coding	ubinuclein 1	16	4896666	4932361
ENSG00000067066	SP100	1.00e+00	0	3794	protein_coding	SP100 nuclear antigen	2	231280657	231408805
ENSG00000163435	ELF3	1.00e+00	0	2431	protein_coding	E74-like factor 3 (ets domain transcription factor, epithelial-specific )	1	201977073	201986316
ENSG00000120690	ELF1	1.00e+00	0	2990	protein_coding	E74-like factor 1 (ets domain transcription factor)	13	41506056	41635576
ENSG00000125651	GTF2F1	1.00e+00	0	1011	protein_coding	general transcription factor IIF, polypeptide 1, 74kDa	19	6379580	6393992
ENSG00000156127	BATF	1.00e+00	0	2283	protein_coding	basic leucine zipper transcription factor, ATF-like	14	75988768	76013358
ENSG00000148400	NOTCH1	1.00e+00	0	2109	protein_coding	notch 1	9	139388896	139440314
ENSG00000070476	ZXDC	1.00e+00	0	2907	protein_coding	ZXD family zinc finger C	3	126156444	126194762
ENSG00000170802	FOXN2	1.00e+00	0	2678	protein_coding	forkhead box N2	2	48541776	48606433
ENSG00000091010	POU4F3	1.00e+00	0	4649	protein_coding	POU class 4 homeobox 3	5	145718587	145720083
ENSG00000156650	KAT6B	1.00e+00	0	2199	protein_coding	K(lysine) acetyltransferase 6B	10	76585340	76792380
ENSG00000066427	ATXN3	1.00e+00	0	3151	protein_coding	ataxin 3	14	92524896	92572965
ENSG00000196345	ZKSCAN7	1.00e+00	0	1540	protein_coding	zinc finger with KRAB and SCAN domains 7	3	44596685	44624975
ENSG00000196233	LCOR	1.00e+00	0	2714	protein_coding	ligand dependent nuclear receptor corepressor	10	98592017	98740800
ENSG00000129465	RIPK3	1.00e+00	0	2653	protein_coding	receptor-interacting serine-threonine kinase 3	14	24805227	24809251
ENSG00000138083	SIX3	1.00e+00	0	1059	protein_coding	SIX homeobox 3	2	45168902	45173216
ENSG00000170365	SMAD1	1.00e+00	0	2435	protein_coding	SMAD family member 1	4	146402346	146479231
ENSG00000079263	SP140	1.00e+00	0	2950	protein_coding	SP140 nuclear body protein	2	231067826	231223762
ENSG00000116833	NR5A2	1.00e+00	0	1585	protein_coding	nuclear receptor subfamily 5, group A, member 2	1	199996730	200146552
ENSG00000142599	RERE	1.00e+00	0	2546	protein_coding	arginine-glutamic acid dipeptide (RE) repeats	1	8412457	8877702
ENSG00000129654	FOXJ1	1.00e+00	0	1594	protein_coding	forkhead box J1	17	74132414	74137380
ENSG00000099917	MED15	1.00e+00	0	2236	protein_coding	mediator complex subunit 15	22	20850200	20941919
ENSG00000007968	E2F2	1.00e+00	0	1179	protein_coding	E2F transcription factor 2	1	23832922	23857712
ENSG00000187987	ZSCAN23	1.00e+00	0	1478	protein_coding	zinc finger and SCAN domain containing 23	6	28399707	28411279
ENSG00000064195	DLX3	1.00e+00	0	1154	protein_coding	distal-less homeobox 3	17	48067369	48072588
ENSG00000176788	BASP1	1.00e+00	0	1829	protein_coding	brain abundant, membrane attached signal protein 1	5	17065707	17276943
ENSG00000120075	HOXB5	1.00e+00	0	1187	protein_coding	homeobox B5	17	46668619	46671323
ENSG00000168610	STAT3	1.00e+00	0	2863	protein_coding	signal transducer and activator of transcription 3 (acute-phase response factor)	17	40465342	40540586
ENSG00000124920	MYRF	1.00e+00	0	1835	protein_coding	myelin regulatory factor	11	61520114	61555990
ENSG00000068323	TFE3	1.00e+00	0	2859	protein_coding	transcription factor binding to IGHM enhancer 3	X	48886242	48901012
ENSG00000144893	MED12L	1.00e+00	0	2420	protein_coding	mediator complex subunit 12-like	3	150803484	151154860
ENSG00000177426	TGIF1	1.00e+00	0	2161	protein_coding	TGFB-induced factor homeobox 1	18	3411606	3458409
ENSG00000198517	MAFK	1.00e+00	0	2460	protein_coding	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog K	7	1570350	1582679
ENSG00000063515	GSC2	1.00e+00	0	2580	protein_coding	goosecoid homeobox 2	22	19136089	19137796
ENSG00000116717	GADD45A	1.00e+00	0	2041	protein_coding	growth arrest and DNA-damage-inducible, alpha	1	68150744	68154021
ENSG00000114166	KAT2B	1.00e+00	0	2717	protein_coding	K(lysine) acetyltransferase 2B	3	20081515	20195896
ENSG00000167800	TBX10	1.00e+00	0	393	protein_coding	T-box 10	11	67398774	67407031
ENSG00000140396	NCOA2	1.00e+00	0	3515	protein_coding	nuclear receptor coactivator 2	8	71021997	71316040
ENSG00000198429	ZNF69	1.00e+00	0	1786	protein_coding	zinc finger protein 69	19	11998599	12025144
ENSG00000176887	SOX11	1.00e+00	0	1914	protein_coding	SRY (sex determining region Y)-box 11	2	5832799	5841516
ENSG00000073614	KDM5A	1.00e+00	0	2480	protein_coding	lysine (K)-specific demethylase 5A	12	389295	498620
ENSG00000196781	TLE1	1.00e+00	0	2280	protein_coding	transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila)	9	84198598	84304220
ENSG00000130675	MNX1	1.00e+00	0	962	protein_coding	motor neuron and pancreas homeobox 1	7	156786745	156803345
ENSG00000103241	FOXF1	1.00e+00	0	1802	protein_coding	forkhead box F1	16	86544133	86548076
ENSG00000166526	ZNF3	1.00e+00	0	2489	protein_coding	zinc finger protein 3	7	99661656	99680171
ENSG00000153207	AHCTF1	1.00e+00	0	2622	protein_coding	AT hook containing transcription factor 1	1	247002400	247095280
ENSG00000148516	ZEB1	1.00e+00	0	2604	protein_coding	zinc finger E-box binding homeobox 1	10	31607424	31818742
ENSG00000221869	CEBPD	1.00e+00	0	2720	protein_coding	CCAAT/enhancer binding protein (C/EBP), delta	8	48649471	48651648
ENSG00000122779	TRIM24	1.00e+00	0	1938	protein_coding	tripartite motif containing 24	7	138145079	138274738
ENSG00000177606	JUN	1.00e+00	0	1617	protein_coding	jun proto-oncogene	1	59246465	59249785
ENSG00000115507	OTX1	1.00e+00	0	837	protein_coding	orthodenticle homeobox 1	2	63277192	63284971
ENSG00000169136	ATF5	1.00e+00	0	1595	protein_coding	activating transcription factor 5	19	50431959	50437192
ENSG00000155090	KLF10	1.00e+00	0	1754	protein_coding	Kruppel-like factor 10	8	103661007	103668130
ENSG00000052850	ALX4	1.00e+00	0	930	protein_coding	ALX homeobox 4	11	44281994	44331716
ENSG00000091656	ZFHX4	1.00e+00	0	3069	protein_coding	zinc finger homeobox 4	8	77593454	77779521
ENSG00000141232	TOB1	1.00e+00	0	1604	protein_coding	transducer of ERBB2, 1	17	48939584	48945339
ENSG00000106536	POU6F2	1.00e+00	0	897	protein_coding	POU class 6 homeobox 2	7	39017598	39532694
ENSG00000136944	LMX1B	1.00e+00	0	1146	protein_coding	LIM homeobox transcription factor 1, beta	9	129376722	129463311
ENSG00000164093	PITX2	1.00e+00	0	1253	protein_coding	paired-like homeodomain 2	4	111538579	111563279
ENSG00000163346	PBXIP1	1.00e+00	0	1891	protein_coding	pre-B-cell leukemia homeobox interacting protein 1	1	154916552	154928599
ENSG00000116990	MYCL	1.00e+00	0	1581	protein_coding	v-myc avian myelocytomatosis viral oncogene lung carcinoma derived homolog	1	40361098	40367928
